UDI,Product ID,Type,Air temperature [K],Process temperature [K],Rotational speed [rpm],Torque [Nm],Tool wear [min],Target,Failure Type
7065,M21924,M,300.8,310.5,1696.0,29.7,162.0,0,No Failure
7066,L54245,L,300.8,310.6,1384.0,52.9,165.0,0,No Failure
7067,M21926,M,300.8,310.7,1572.0,36.2,167.0,0,No Failure
7068,M21927,M,300.8,310.7,1386.0,42.1,170.0,0,No Failure
7069,L54248,L,300.8,310.7,1461.0,42.8,173.0,0,No Failure
7070,L54249,L,300.8,310.7,1525.0,39.4,175.0,0,No Failure
7071,L54250,L,300.7,310.7,1333.0,61.0,177.0,0,No Failure
7072,H36485,H,,310.6,1505.0,40.6,179.0,0,No Failure
7073,M21932,M,300.7,310.6,1439.0,41.7,184.0,0,No Failure
7074,L54253,L,300.7,310.6,1491.0,43.2,187.0,0,No Failure
7075,M21934,M,300.7,310.6,1488.0,39.2,189.0,0,No Failure
7076,L54255,L,300.7,310.5,1536.0,47.4,192.0,0,No Failure
7077,L54256,L,300.7,310.5,1960.0,21.0,194.0,0,No Failure
7078,M21937,M,300.7,310.5,1594.0,31.0,196.0,0,No Failure
7079,L54258,L,300.7,310.5,,52.6,199.0,0,No Failure
7080,L54259,L,300.7,310.5,1445.0,41.1,201.0,0,No Failure
7081,L54260,L,300.7,310.4,1543.0,47.3,203.0,0,No Failure
7082,L54261,L,300.7,310.4,1366.0,52.6,205.0,0,No Failure
7083,L54262,L,300.7,310.3,1458.0,40.0,207.0,0,No Failure
7084,L54263,L,300.7,310.4,1416.0,61.8,209.0,1,Power Failure
7085,L54264,L,300.6,310.3,1794.0,24.4,211.0,0,No Failure
7086,L54265,L,300.6,310.3,1484.0,41.0,213.0,0,No Failure
7087,L54266,L,300.6,310.4,2514.0,13.4,215.0,0,No Failure
7088,L54267,L,300.6,310.3,1648.0,30.5,217.0,1,Tool Wear Failure
7089,M21948,M,300.6,310.3,1614.0,32.7,,0,No Failure
7090,L54269,L,300.6,310.2,1622.0,34.1,3.0,0,No Failure
7091,M21950,M,300.6,310.2,1478.0,40.1,5.0,0,No Failure
7092,L54271,L,300.6,310.2,1318.0,51.0,8.0,0,No Failure
7093,L54272,L,,310.2,1493.0,35.9,10.0,0,No Failure
7094,H36507,H,300.7,310.3,1369.0,50.7,12.0,0,No Failure
7095,L54274,L,300.6,310.2,1447.0,45.9,,0,No Failure
7096,L54275,L,300.6,310.1,1485.0,49.9,19.0,0,No Failure
7097,L54276,L,300.6,310.2,1489.0,47.8,21.0,0,No Failure
7098,M21957,M,300.6,310.2,1233.0,52.3,23.0,0,No Failure
7099,L54278,L,300.7,310.2,1642.0,32.6,26.0,0,No Failure
7100,M21959,M,300.7,310.2,1373.0,44.1,28.0,0,No Failure
7101,L54280,L,300.7,310.2,,32.8,31.0,0,No Failure
7102,L54281,L,300.8,310.2,1850.0,22.8,33.0,0,No Failure
7103,M21962,M,300.8,310.3,1494.0,42.2,35.0,0,No Failure
7104,H36517,H,300.8,310.3,,30.1,,0,No Failure
7105,L54284,L,300.9,310.4,1454.0,43.1,43.0,0,No Failure
7106,L54285,L,300.9,310.4,1536.0,34.2,45.0,0,No Failure
7107,L54286,L,300.8,310.5,1482.0,39.0,47.0,0,No Failure
7108,H36521,H,300.9,310.5,1512.0,41.2,49.0,0,No Failure
7109,M21968,M,300.8,310.5,1511.0,35.8,54.0,0,No Failure
7110,L54289,L,300.9,,1599.0,40.5,57.0,0,No Failure
7111,M21970,M,300.8,310.4,1518.0,36.0,59.0,0,No Failure
7112,M21971,M,300.8,310.4,1450.0,39.4,62.0,0,No Failure
7113,L54292,L,300.9,310.4,1427.0,47.0,,0,No Failure
7114,L54293,L,300.9,310.4,1561.0,32.7,67.0,0,No Failure
7115,H36528,H,300.9,310.4,1457.0,43.8,69.0,0,No Failure
7116,M21975,M,301.0,310.6,1460.0,53.6,,0,No Failure
7117,L54296,L,301.0,310.5,1601.0,33.2,77.0,0,No Failure
7118,L54297,L,300.9,310.5,1570.0,40.1,79.0,0,No Failure
7119,L54298,L,300.9,310.5,1565.0,35.9,81.0,0,No Failure
7120,L54299,L,301.0,310.5,1378.0,44.4,83.0,0,No Failure
7121,L54300,L,300.9,310.5,2288.0,16.1,85.0,0,No Failure
7122,M21981,M,300.9,310.4,1375.0,44.7,87.0,0,No Failure
7123,L54302,L,300.9,310.4,1788.0,27.8,90.0,0,No Failure
7124,M21983,M,300.9,310.4,1576.0,40.4,92.0,0,No Failure
7125,M21984,M,300.8,310.3,1868.0,24.5,95.0,0,No Failure
7126,L54305,L,300.7,310.1,1261.0,56.6,98.0,0,No Failure
7127,M21986,M,300.6,310.0,1542.0,33.9,100.0,0,No Failure
7128,L54307,L,300.6,310.0,1438.0,53.8,103.0,0,No Failure
7129,L54308,L,300.6,310.0,1511.0,36.9,105.0,0,No Failure
7130,L54309,L,300.6,310.0,1635.0,31.0,107.0,0,No Failure
7131,L54310,L,300.6,309.9,1428.0,48.8,109.0,0,No Failure
7132,M21991,M,300.5,309.8,,44.4,111.0,0,No Failure
7133,L54312,L,300.5,309.9,1423.0,47.9,114.0,0,No Failure
7134,M21993,M,300.5,309.9,1552.0,41.3,116.0,0,No Failure
7135,M21994,M,300.5,310.0,1406.0,50.2,,0,No Failure
7136,L54315,L,300.5,309.9,1443.0,48.3,122.0,0,No Failure
7137,M21996,M,300.5,309.9,1343.0,63.7,124.0,0,No Failure
7138,M21997,M,300.6,,1486.0,41.2,127.0,0,No Failure
7139,L54318,L,300.6,310.1,1297.0,50.0,130.0,0,No Failure
7140,L54319,L,300.6,310.1,1495.0,42.3,132.0,0,No Failure
7141,L54320,L,300.5,309.9,1382.0,46.5,134.0,0,No Failure
7142,M22001,M,300.4,,1356.0,44.4,136.0,0,No Failure
7143,H36556,H,300.3,309.7,1452.0,41.5,139.0,0,No Failure
7144,H36557,H,300.3,309.7,1582.0,30.8,144.0,0,No Failure
7145,M22004,M,300.4,309.8,1517.0,,149.0,0,No Failure
7146,L54325,L,300.5,310.0,1413.0,44.5,152.0,0,No Failure
7147,L54326,L,300.4,309.9,1496.0,31.8,154.0,0,No Failure
7148,L54327,L,300.3,,1466.0,41.2,156.0,0,No Failure
7149,M22008,M,300.3,309.8,1617.0,40.8,158.0,0,No Failure
7150,L54329,L,300.2,309.8,1506.0,41.8,161.0,0,No Failure
7151,L54330,L,300.2,309.8,1401.0,49.3,163.0,0,No Failure
7152,H36565,H,300.2,309.9,1906.0,22.9,165.0,0,No Failure
7153,L54332,L,300.2,309.9,1566.0,36.4,170.0,0,No Failure
7154,L54333,L,300.2,310.0,1493.0,47.3,172.0,0,No Failure
7155,L54334,L,300.3,310.1,1483.0,39.9,174.0,0,No Failure
7156,M22015,M,300.2,309.9,1569.0,31.2,176.0,0,No Failure
7157,M22016,M,300.2,310.0,1664.0,30.7,179.0,0,No Failure
7158,L54337,L,300.2,310.0,1486.0,40.1,182.0,0,No Failure
7159,L54338,L,300.2,310.0,,53.6,184.0,0,No Failure
7160,L54339,L,300.1,310.0,1511.0,41.7,186.0,0,No Failure
7161,M22020,M,300.2,310.1,1485.0,40.5,188.0,0,No Failure
7162,L54341,L,300.2,310.2,1440.0,42.9,191.0,0,No Failure
7163,L54342,L,300.2,310.2,,43.9,193.0,0,No Failure
7164,M22023,M,300.1,310.1,1501.0,39.3,195.0,0,No Failure
7165,M22024,M,300.2,310.1,1474.0,44.0,198.0,0,No Failure
7166,L54345,L,300.2,310.1,1392.0,47.9,,0,No Failure
7167,M22026,M,300.3,310.2,1429.0,44.7,203.0,0,No Failure
7168,L54347,L,300.3,,1362.0,60.3,206.0,1,Overstrain Failure
7169,L54348,L,300.3,310.3,1704.0,29.5,0.0,0,No Failure
7170,L54349,L,300.3,310.2,1492.0,52.3,2.0,0,No Failure
7171,M22030,M,300.3,310.2,1442.0,39.5,4.0,0,No Failure
7172,M22031,M,300.2,310.2,1438.0,51.5,7.0,0,No Failure
7173,M22032,M,300.1,,1402.0,46.6,10.0,0,No Failure
7174,L54353,L,300.1,310.1,1684.0,30.8,13.0,0,No Failure
7175,L54354,L,300.2,310.2,1530.0,48.5,15.0,0,No Failure
7176,L54355,L,300.1,310.1,1569.0,43.5,17.0,0,No Failure
7177,L54356,L,300.1,310.1,1650.0,31.6,19.0,0,No Failure
7178,L54357,L,,310.2,1415.0,49.6,,0,No Failure
7179,L54358,L,300.2,310.2,1600.0,31.5,23.0,0,No Failure
7180,L54359,L,300.2,310.1,1523.0,42.3,25.0,0,No Failure
7181,M22040,M,300.2,310.2,1628.0,30.3,27.0,0,No Failure
7182,L54361,L,300.2,310.3,1331.0,52.1,30.0,0,No Failure
7183,L54362,L,300.3,310.3,2158.0,16.8,32.0,0,No Failure
7184,L54363,L,300.2,310.3,1445.0,50.9,34.0,0,No Failure
7185,M22044,M,300.2,310.3,1593.0,36.1,36.0,0,No Failure
7186,L54365,L,300.3,310.4,1672.0,29.2,39.0,0,No Failure
7187,M22046,M,300.4,310.5,1644.0,31.4,41.0,0,No Failure
7188,L54367,L,300.4,310.5,1402.0,54.3,44.0,0,No Failure
7189,L54368,L,300.4,310.4,1286.0,56.8,46.0,0,No Failure
7190,L54369,L,300.4,310.4,1486.0,46.3,48.0,0,No Failure
7191,L54370,L,300.3,310.3,1345.0,46.3,50.0,0,No Failure
7192,L54371,L,300.3,310.3,1629.0,34.1,52.0,0,No Failure
7193,M22052,M,300.2,310.2,1429.0,43.8,54.0,0,No Failure
7194,L54373,L,300.1,310.1,1306.0,64.7,57.0,0,No Failure
7195,L54374,L,300.1,310.1,1380.0,52.6,59.0,0,No Failure
7196,M22055,M,300.1,310.1,1443.0,49.3,61.0,0,No Failure
7197,H36610,H,300.1,310.1,1426.0,42.7,64.0,0,No Failure
7198,L54377,L,300.0,310.0,1486.0,41.8,69.0,0,No Failure
7199,M22058,M,300.0,309.9,1530.0,34.5,71.0,0,No Failure
7200,L54379,L,300.0,309.9,1507.0,41.4,74.0,0,No Failure
7201,L54380,L,300.0,309.9,,33.4,76.0,0,No Failure
7202,L54381,L,300.0,309.8,1474.0,40.6,78.0,0,No Failure
7203,L54382,L,300.0,309.7,1326.0,61.9,80.0,0,No Failure
7204,M22063,M,299.8,309.6,1434.0,48.0,82.0,0,No Failure
7205,L54384,L,299.8,,1526.0,41.7,85.0,0,No Failure
7206,L54385,L,299.8,,1483.0,39.6,87.0,0,No Failure
7207,L54386,L,299.8,309.7,1457.0,51.9,89.0,0,No Failure
7208,M22067,M,299.7,309.6,1540.0,34.4,91.0,0,No Failure
7209,L54388,L,299.8,309.7,1707.0,29.1,94.0,0,No Failure
7210,L54389,L,299.8,,1624.0,34.2,96.0,0,No Failure
7211,M22070,M,299.8,309.6,,50.2,98.0,0,No Failure
7212,L54391,L,299.8,309.7,1431.0,40.3,101.0,0,No Failure
7213,M22072,M,299.8,309.7,1705.0,28.5,103.0,0,No Failure
7214,M22073,M,299.8,309.8,1427.0,45.2,106.0,0,No Failure
7215,M22074,M,299.9,309.8,1625.0,41.2,109.0,0,No Failure
7216,L54395,L,299.9,309.8,1477.0,47.7,112.0,0,No Failure
7217,M22076,M,300.0,309.9,1651.0,28.1,114.0,0,No Failure
7218,L54397,L,299.9,309.8,1716.0,28.2,117.0,0,No Failure
7219,H36632,H,299.9,309.8,1400.0,48.7,119.0,0,No Failure
7220,M22079,M,299.8,309.7,1556.0,37.7,124.0,0,No Failure
7221,L54400,L,299.8,309.7,1429.0,42.6,127.0,0,No Failure
7222,H36635,H,299.7,309.6,1433.0,49.6,129.0,0,No Failure
7223,M22082,M,299.8,309.7,1320.0,61.7,134.0,0,No Failure
7224,L54403,L,299.8,309.6,1374.0,51.6,137.0,0,No Failure
7225,L54404,L,299.8,309.6,1598.0,31.0,139.0,0,No Failure
7226,M22085,M,299.8,309.7,1910.0,21.8,141.0,0,No Failure
7227,L54406,L,299.7,309.6,1399.0,51.3,144.0,0,No Failure
7228,L54407,L,299.7,309.6,1720.0,27.1,146.0,0,No Failure
7229,H36642,H,299.8,309.7,1368.0,47.4,148.0,0,No Failure
7230,L54409,L,299.8,309.8,1749.0,33.4,153.0,0,No Failure
7231,L54410,L,299.8,309.8,1542.0,39.4,155.0,0,No Failure
7232,L54411,L,299.8,309.9,1553.0,36.6,157.0,0,No Failure
7233,M22092,M,299.9,309.9,1639.0,42.1,159.0,0,No Failure
7234,L54413,L,299.9,310.0,1447.0,45.9,162.0,0,No Failure
7235,M22094,M,299.8,310.0,1397.0,48.1,164.0,0,No Failure
7236,L54415,L,299.8,310.0,1361.0,53.8,167.0,0,No Failure
7237,M22096,M,,310.0,,37.1,169.0,0,No Failure
7238,M22097,M,299.8,310.0,1632.0,33.7,172.0,0,No Failure
7239,L54418,L,299.8,310.0,1697.0,36.0,175.0,0,No Failure
7240,L54419,L,299.8,310.1,1553.0,,177.0,0,No Failure
7241,M22100,M,299.9,310.1,1362.0,56.3,179.0,0,No Failure
7242,M22101,M,299.9,310.0,1484.0,42.1,182.0,0,No Failure
7243,H36656,H,299.9,310.1,1447.0,51.4,185.0,0,No Failure
7244,M22103,M,300.0,310.2,1393.0,51.2,190.0,0,No Failure
7245,L54424,L,300.0,310.2,1760.0,26.9,193.0,0,No Failure
7246,L54425,L,300.0,310.1,1477.0,34.6,195.0,0,No Failure
7247,L54426,L,299.9,310.1,1681.0,29.1,197.0,0,No Failure
7248,M22107,M,300.0,310.1,1314.0,53.5,199.0,0,No Failure
7249,L54428,L,300.0,310.1,1762.0,28.0,202.0,0,No Failure
7250,L54429,L,299.9,310.0,1402.0,44.7,204.0,0,No Failure
7251,M22110,M,300.1,310.2,1429.0,42.0,206.0,0,No Failure
7252,M22111,M,300.2,310.3,1448.0,40.1,209.0,0,No Failure
7253,H36666,H,300.2,310.4,1501.0,42.9,212.0,0,No Failure
7254,L54433,L,300.3,310.5,1522.0,39.1,217.0,0,No Failure
7255,L54434,L,300.3,310.4,1493.0,37.5,219.0,0,No Failure
7256,M22115,M,300.2,310.3,1704.0,29.4,221.0,0,No Failure
7257,H36670,H,300.2,310.3,1408.0,42.5,0.0,0,No Failure
7258,L54437,L,300.2,310.4,1518.0,41.8,5.0,0,No Failure
7259,L54438,L,300.3,310.4,1742.0,25.9,7.0,0,No Failure
7260,M22119,M,300.4,310.5,1500.0,43.0,9.0,0,No Failure
7261,L54440,L,300.4,310.5,2424.0,14.5,,0,No Failure
7262,L54441,L,,310.5,,25.1,14.0,0,No Failure
7263,M22122,M,300.4,310.6,1545.0,35.6,16.0,0,No Failure
7264,L54443,L,300.4,310.6,1429.0,46.9,19.0,0,No Failure
7265,M22124,M,300.4,310.6,1448.0,44.9,21.0,0,No Failure
7266,L54445,L,300.4,310.6,1384.0,48.7,24.0,0,No Failure
7267,L54446,L,300.4,310.5,1578.0,32.8,26.0,0,No Failure
7268,L54447,L,300.5,310.5,1695.0,26.7,28.0,0,No Failure
7269,L54448,L,300.5,310.6,1543.0,36.2,30.0,0,No Failure
7270,M22129,M,300.4,310.5,1540.0,33.4,32.0,0,No Failure
7271,L54450,L,300.2,310.4,1808.0,25.8,35.0,0,No Failure
7272,M22131,M,300.3,310.4,,49.7,37.0,0,No Failure
7273,L54452,L,,310.3,1202.0,59.5,40.0,0,No Failure
7274,M22133,M,300.2,310.3,1704.0,29.2,42.0,0,No Failure
7275,M22134,M,300.2,310.3,1478.0,38.1,,0,No Failure
7276,L54455,L,300.2,310.3,1514.0,38.7,48.0,0,No Failure
7277,M22136,M,300.1,310.3,1350.0,48.8,50.0,0,No Failure
7278,L54457,L,300.1,310.2,1475.0,,53.0,0,No Failure
7279,H36692,H,300.0,310.1,1714.0,28.7,55.0,0,No Failure
7280,L54459,L,300.0,310.1,1465.0,,60.0,0,No Failure
7281,L54460,L,299.9,310.2,1288.0,69.6,62.0,1,Power Failure
7282,L54461,L,300.0,310.2,,29.7,64.0,0,No Failure
7283,L54462,L,300.0,310.2,1486.0,36.4,66.0,0,No Failure
7284,M22143,M,300.0,310.2,1443.0,58.7,68.0,0,No Failure
7285,M22144,M,300.1,310.3,1345.0,57.1,71.0,0,No Failure
7286,M22145,M,300.2,310.4,1202.0,61.7,74.0,0,No Failure
7287,M22146,M,300.1,310.4,1480.0,37.1,77.0,0,No Failure
7288,M22147,M,300.2,310.4,1530.0,35.7,80.0,0,No Failure
7289,M22148,M,300.2,310.6,1983.0,20.8,83.0,0,No Failure
7290,L54469,L,300.3,310.6,1433.0,53.8,86.0,0,No Failure
7291,L54470,L,300.3,310.6,1806.0,24.4,88.0,0,No Failure
7292,L54471,L,300.2,310.5,1416.0,,90.0,0,No Failure
7293,M22152,M,300.1,310.4,,38.1,92.0,0,No Failure
7294,L54473,L,300.1,310.5,1627.0,29.2,,0,No Failure
7295,L54474,L,300.1,310.6,1809.0,24.3,97.0,0,No Failure
7296,M22155,M,300.1,310.5,1329.0,57.4,99.0,0,No Failure
7297,H36710,H,300.0,310.4,,21.9,102.0,0,No Failure
7298,L54477,L,300.1,310.5,1500.0,39.8,107.0,0,No Failure
7299,L54478,L,300.1,,1532.0,36.0,109.0,0,No Failure
7300,L54479,L,300.1,310.5,,50.9,111.0,0,No Failure
7301,L54480,L,300.2,310.6,1431.0,42.3,113.0,0,No Failure
7302,L54481,L,,310.4,1554.0,39.4,115.0,0,No Failure
7303,L54482,L,300.1,310.5,1494.0,44.2,117.0,0,No Failure
7304,L54483,L,300.1,310.6,1374.0,45.4,119.0,0,No Failure
7305,L54484,L,300.1,310.5,1394.0,44.3,121.0,0,No Failure
7306,M22165,M,300.0,310.5,1790.0,25.7,,0,No Failure
7307,L54486,L,300.1,310.5,1356.0,45.8,126.0,0,No Failure
7308,M22167,M,300.0,310.4,1385.0,52.1,128.0,0,No Failure
7309,L54488,L,300.0,310.4,1333.0,49.1,131.0,0,No Failure
7310,L54489,L,300.0,310.4,1505.0,44.9,133.0,0,No Failure
7311,L54490,L,300.0,310.5,1606.0,33.5,135.0,0,No Failure
7312,H36725,H,300.0,310.5,1558.0,36.7,137.0,0,No Failure
7313,L54492,L,300.0,310.5,1412.0,52.4,142.0,0,No Failure
7314,L54493,L,299.9,310.4,1408.0,38.4,144.0,0,No Failure
7315,L54494,L,299.9,310.3,1268.0,53.3,146.0,0,No Failure
7316,L54495,L,299.9,310.4,1470.0,50.0,148.0,0,No Failure
7317,L54496,L,299.9,310.4,1497.0,47.0,150.0,0,No Failure
7318,L54497,L,299.9,310.3,1638.0,29.1,152.0,0,No Failure
7319,H36732,H,299.9,310.3,1535.0,43.9,154.0,0,No Failure
7320,L54499,L,299.8,310.2,1654.0,32.7,159.0,0,No Failure
7321,H36734,H,299.8,310.2,1411.0,49.7,161.0,0,No Failure
7322,L54501,L,299.8,310.2,1911.0,23.5,166.0,0,No Failure
7323,H36736,H,299.8,310.2,1573.0,33.3,,0,No Failure
7324,L54503,L,299.9,310.2,1479.0,46.3,173.0,0,No Failure
7325,M22184,M,299.9,310.4,1820.0,26.6,175.0,0,No Failure
7326,L54505,L,299.9,310.4,1419.0,45.7,178.0,0,No Failure
7327,M22186,M,299.9,310.5,1335.0,52.9,180.0,0,No Failure
7328,M22187,M,299.9,310.5,1576.0,,183.0,0,No Failure
7329,L54508,L,300.0,310.5,1517.0,42.2,186.0,0,No Failure
7330,M22189,M,299.9,310.4,1576.0,34.3,188.0,0,No Failure
7331,H36744,H,299.8,310.2,1537.0,36.6,191.0,0,No Failure
7332,L54511,L,299.8,310.3,1524.0,34.2,,0,No Failure
7333,M22192,M,299.8,310.3,1805.0,23.7,198.0,0,No Failure
7334,M22193,M,299.9,310.4,1367.0,53.3,201.0,0,No Failure
7335,L54514,L,299.8,310.4,1694.0,30.3,204.0,0,No Failure
7336,L54515,L,299.9,310.4,1328.0,49.9,206.0,0,No Failure
7337,H36750,H,299.9,310.5,1549.0,42.8,208.0,0,No Failure
7338,L54517,L,299.9,310.5,1539.0,32.8,213.0,0,No Failure
7339,L54518,L,299.8,310.5,1496.0,38.8,215.0,0,No Failure
7340,L54519,L,299.8,310.4,1579.0,36.4,0.0,0,No Failure
7341,L54520,L,299.7,310.3,1386.0,46.6,2.0,0,No Failure
7342,L54521,L,299.7,310.3,1505.0,37.7,4.0,0,No Failure
7343,M22202,M,299.7,310.3,1661.0,34.5,6.0,0,No Failure
7344,L54523,L,299.6,310.2,1468.0,48.0,9.0,0,No Failure
7345,L54524,L,299.6,310.1,1384.0,49.8,11.0,0,No Failure
7346,L54525,L,299.6,310.2,1381.0,60.5,13.0,0,No Failure
7347,L54526,L,299.6,310.2,1469.0,47.0,15.0,0,No Failure
7348,L54527,L,,310.2,1627.0,36.6,17.0,0,No Failure
7349,H36762,H,299.7,310.3,1462.0,40.4,19.0,0,No Failure
7350,L54529,L,299.7,310.2,1633.0,36.5,24.0,0,No Failure
7351,L54530,L,299.7,310.2,1469.0,39.5,26.0,0,No Failure
7352,L54531,L,299.7,310.2,1458.0,43.4,28.0,0,No Failure
7353,M22212,M,299.7,310.2,1440.0,42.8,30.0,0,No Failure
7354,L54533,L,299.8,310.3,1687.0,30.4,33.0,0,No Failure
7355,M22214,M,299.7,310.3,1429.0,47.7,35.0,0,No Failure
7356,L54535,L,299.6,310.2,1588.0,34.1,38.0,0,No Failure
7357,L54536,L,299.6,310.2,1333.0,51.2,40.0,0,No Failure
7358,L54537,L,299.6,310.1,1487.0,42.9,42.0,0,No Failure
7359,M22218,M,299.5,310.1,1659.0,,44.0,0,No Failure
7360,M22219,M,299.4,310.0,1512.0,43.2,47.0,0,No Failure
7361,L54540,L,,310.1,1585.0,35.2,50.0,0,No Failure
7362,L54541,L,299.5,310.0,1502.0,,52.0,0,No Failure
7363,L54542,L,299.5,310.0,1594.0,35.1,54.0,0,No Failure
7364,L54543,L,299.5,310.0,1412.0,48.9,56.0,0,No Failure
7365,L54544,L,299.5,309.9,1402.0,51.7,58.0,0,No Failure
7366,L54545,L,299.6,310.1,2057.0,20.4,60.0,0,No Failure
7367,H36780,H,299.6,310.1,1531.0,36.8,62.0,0,No Failure
7368,M22227,M,299.5,,1359.0,61.1,67.0,0,No Failure
7369,M22228,M,299.6,310.2,1620.0,30.0,70.0,0,No Failure
7370,M22229,M,299.6,310.1,1646.0,29.6,73.0,0,No Failure
7371,M22230,M,299.6,310.1,1455.0,46.1,76.0,0,No Failure
7372,L54551,L,299.6,310.2,1512.0,44.0,79.0,0,No Failure
7373,L54552,L,299.6,310.2,1473.0,42.7,81.0,0,No Failure
7374,L54553,L,299.6,310.1,1553.0,38.0,83.0,0,No Failure
7375,L54554,L,299.5,310.0,1379.0,50.4,85.0,0,No Failure
7376,M22235,M,299.4,309.9,1567.0,40.6,,0,No Failure
7377,L54556,L,,310.0,1481.0,43.1,90.0,0,No Failure
7378,L54557,L,299.5,310.0,1349.0,52.7,92.0,0,No Failure
7379,L54558,L,299.5,310.0,1388.0,52.4,94.0,0,No Failure
7380,M22239,M,299.6,310.1,1357.0,48.7,96.0,0,No Failure
7381,L54560,L,,310.2,1743.0,24.8,99.0,0,No Failure
7382,L54561,L,299.7,310.3,1495.0,43.1,,0,No Failure
7383,L54562,L,,310.4,1698.0,28.3,103.0,0,No Failure
7384,M22243,M,299.7,310.4,1410.0,44.5,105.0,0,No Failure
7385,L54564,L,,310.4,1614.0,36.2,108.0,0,No Failure
7386,M22245,M,299.8,310.5,1375.0,53.9,110.0,0,No Failure
7387,M22246,M,299.8,310.6,1574.0,31.8,113.0,0,No Failure
7388,H36801,H,299.8,310.6,1423.0,44.6,116.0,0,No Failure
7389,M22248,M,299.8,310.6,1694.0,31.3,121.0,0,No Failure
7390,L54569,L,299.8,310.6,1707.0,32.5,124.0,0,No Failure
7391,M22250,M,299.7,310.5,1490.0,,126.0,0,No Failure
7392,L54571,L,299.7,310.6,1675.0,31.3,129.0,0,No Failure
7393,M22252,M,299.7,310.5,1492.0,39.3,131.0,0,No Failure
7394,M22253,M,299.7,310.5,1594.0,35.4,134.0,0,No Failure
7395,L54574,L,299.7,310.6,1479.0,38.0,137.0,0,No Failure
7396,M22255,M,299.7,310.6,1572.0,38.0,139.0,0,No Failure
7397,L54576,L,299.7,310.6,1616.0,35.1,142.0,0,No Failure
7398,L54577,L,299.7,,1737.0,26.1,144.0,0,No Failure
7399,M22258,M,299.7,310.7,,37.8,146.0,0,No Failure
7400,L54579,L,299.6,310.6,1642.0,35.1,149.0,0,No Failure
7401,M22260,M,299.6,310.6,1633.0,34.2,151.0,0,No Failure
7402,L54581,L,299.8,310.8,1409.0,51.9,154.0,0,No Failure
7403,M22262,M,299.8,310.8,1463.0,43.5,156.0,0,No Failure
7404,L54583,L,299.8,310.8,1376.0,48.6,159.0,0,No Failure
7405,L54584,L,299.8,310.8,1553.0,32.2,161.0,0,No Failure
7406,M22265,M,299.8,310.8,1530.0,35.2,163.0,0,No Failure
7407,L54586,L,299.8,310.9,1545.0,40.7,166.0,0,No Failure
7408,H36821,H,299.8,310.9,,47.2,168.0,0,No Failure
7409,L54588,L,299.9,310.9,1292.0,51.1,173.0,0,No Failure
7410,L54589,L,299.8,310.9,2084.0,17.6,175.0,0,No Failure
7411,L54590,L,299.9,311.0,1747.0,27.6,177.0,0,No Failure
7412,L54591,L,300.0,311.1,1425.0,47.8,179.0,0,No Failure
7413,L54592,L,300.0,311.0,1637.0,33.6,181.0,0,No Failure
7414,M22273,M,300.1,311.1,1616.0,35.2,183.0,0,No Failure
7415,L54594,L,300.1,311.1,1619.0,33.4,186.0,0,No Failure
7416,L54595,L,300.1,311.2,1489.0,39.1,188.0,0,No Failure
7417,M22276,M,300.1,311.2,1452.0,42.4,,0,No Failure
7418,M22277,M,300.1,311.3,1495.0,41.0,193.0,0,No Failure
7419,M22278,M,,311.4,1427.0,39.7,196.0,0,No Failure
7420,L54599,L,300.1,311.4,1572.0,36.2,199.0,0,No Failure
7421,L54600,L,300.1,311.3,1547.0,40.0,201.0,0,No Failure
7422,M22281,M,300.1,311.4,1342.0,48.5,203.0,0,No Failure
7423,L54602,L,300.0,311.2,1351.0,44.1,206.0,0,No Failure
7424,L54603,L,300.0,311.3,1407.0,47.3,208.0,0,No Failure
7425,M22284,M,300.1,311.4,1575.0,29.8,210.0,0,No Failure
7426,M22285,M,300.0,311.4,1791.0,24.1,213.0,0,No Failure
7427,M22286,M,300.0,311.4,1692.0,29.0,216.0,1,Tool Wear Failure
7428,L54607,L,300.0,,1634.0,31.9,0.0,0,No Failure
7429,M22288,M,300.0,311.4,1864.0,23.3,2.0,0,No Failure
7430,L54609,L,300.0,311.4,1590.0,33.6,5.0,0,No Failure
7431,M22290,M,300.0,311.4,1384.0,46.1,7.0,0,No Failure
7432,M22291,M,300.0,311.4,1352.0,61.8,10.0,0,No Failure
7433,L54612,L,300.1,311.4,1484.0,43.1,13.0,0,No Failure
7434,M22293,M,300.1,311.4,1913.0,21.9,15.0,0,No Failure
7435,L54614,L,300.0,311.4,1508.0,38.2,18.0,0,No Failure
7436,L54615,L,299.9,311.3,1504.0,40.7,20.0,0,No Failure
7437,L54616,L,300.0,311.4,1487.0,41.2,22.0,0,No Failure
7438,L54617,L,299.8,311.3,1727.0,30.0,,0,No Failure
7439,L54618,L,299.9,311.3,1647.0,27.5,26.0,0,No Failure
7440,L54619,L,300.0,311.3,1493.0,41.4,28.0,0,No Failure
7441,L54620,L,300.0,311.4,1655.0,29.6,30.0,0,No Failure
7442,M22301,M,299.9,311.4,1337.0,54.8,32.0,0,No Failure
7443,L54622,L,300.0,,1601.0,36.9,35.0,0,No Failure
7444,H36857,H,300.1,311.6,1589.0,37.9,37.0,0,No Failure
7445,L54624,L,300.2,311.7,1286.0,55.1,42.0,0,No Failure
7446,L54625,L,300.2,311.7,1553.0,41.3,44.0,0,No Failure
